Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Korea, Dem. People's Rep.",PRK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,45.22899181,45.3961207,45.5583769,45.72774676,45.89690119,46.06094285,46.22489506,46.39452703,46.56093304,46.71691084,46.86580055,47.00561042,47.13937699,47.25992389,47.36276714,47.45593011,47.53978467,47.61588468,47.68842389,47.75952027,47.8295079,47.89929029,47.96878862,48.0365785,48.10282036,48.16766111,48.23121358,48.29339145,48.35407087,48.41329707,48.47133895,48.52838524,48.58072145,48.62498002,48.66122249,48.69131403,48.71817449,48.74258086,48.76441581,48.78370765,48.80035038,48.81420431,48.825172,48.83412383,48.84100743,48.84497054,48.84732856,48.8512006,48.86035185,48.8774569,48.90306296,48.93612698,48.97531419,49.0193866,49.06843912,49.12044996,49.17066391,49.21468051,49.25037642,49.27792589,49.30136279,49.33785845,49.38477552,49.42806104,49.46905378
Portugal,PRT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.86860866,47.8498767,47.83333123,47.81479071,47.7951978,47.77152017,47.73921158,47.69827451,47.65201559,47.5961874,47.52063666,47.52396558,47.61568021,47.70409376,47.78310963,47.85636543,47.92762434,47.99639082,48.06345364,48.1234522,48.16851816,48.19206663,48.20218092,48.21257525,48.22064509,48.22276616,48.22274745,48.22206416,48.21694324,48.20647161,48.19387272,48.17805403,48.16201537,48.15423981,48.15731102,48.16945199,48.18464569,48.19873336,48.21390764,48.23322781,48.25958444,48.28357699,48.26126268,48.21127685,48.17155297,48.13398922,48.09474806,48.04978257,47.98694747,47.91082714,47.83605863,47.76889914,47.69716974,47.60731121,47.52405754,47.47356071,47.45760156,47.4483111,47.42405417,47.44222637,47.50711585,47.58929785,47.63789214,47.63600163,47.63358187
Paraguay,PRY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.4737496,49.48541917,49.49851252,49.51429565,49.53302269,49.55401341,49.57661813,49.60022314,49.62466992,49.6500843,49.67596695,49.70303418,49.73218714,49.7874939,49.86138517,49.92981995,49.99836888,50.06570307,50.13018799,50.18932624,50.24031887,50.28472354,50.31597663,50.33591837,50.35520736,50.37376046,50.39133606,50.40808767,50.42410169,50.43778927,50.44912379,50.45920194,50.46794491,50.47553164,50.48212894,50.48788093,50.49249671,50.49616095,50.49904847,50.50123573,50.5028948,50.50436707,50.50587988,50.50133889,50.49035165,50.47827701,50.46530093,50.45110189,50.43572071,50.41967035,50.4040714,50.38947482,50.37491894,50.35938489,50.34261358,50.32528276,50.30734703,50.28797091,50.26841411,50.24943753,50.22721973,50.19522209,50.16714829,50.15085885,50.13767195
West Bank and Gaza,PSE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.74449249,50.68625123,50.63389042,50.58675671,50.54428585,50.50653311,50.47357191,50.41657165,50.36354171,50.3438189,50.32863648,50.31817817,50.31208414,50.31332709,50.31829788,50.32255392,50.32824519,50.33517852,50.34242632,50.3503917,50.35992428,50.37125571,50.38424333,50.39857226,50.41383296,50.42947829,50.44522774,50.46028819,50.47380146,50.48686325,50.50183094,50.51898783,50.53600626,50.55099531,50.56597865,50.58091066,50.59494208,50.60942601,50.59958392,50.56598736,50.53258591,50.47074811,50.37340881,50.26719571,50.16558869,50.08336142,50.02052072,49.96998681,49.92428912,49.87612353,49.83003126,49.78771386,49.74566545,49.70510474,49.66031701,49.62303981,49.59966447,49.60414258,49.63313756,49.65956455,49.68199252,49.70037616,49.71975036,49.69882803,49.64436898
Pacific island small states,PSS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.74706917,51.70841683,51.66827626,51.63195616,51.59805593,51.56830704,51.53608959,51.50065518,51.49519675,51.50843505,51.49394233,51.45453585,51.41026257,51.36905204,51.33700068,51.30935517,51.27444903,51.23403296,51.19846372,51.2981959,51.38359449,51.33601391,51.30536329,51.2882182,51.27504926,51.26887119,51.26170726,51.23765342,51.2051436,51.17765465,51.15335701,51.13572647,51.12266213,51.10838315,51.0925958,51.0751237,51.05835217,51.04180377,51.02531409,51.00976063,50.99109981,50.96933627,50.94758608,50.9257779,50.9044009,50.88144201,50.85730376,50.83239873,50.7880213,50.7258697,50.67120375,50.62314408,50.57370007,50.52733438,50.48418999,50.44018858,50.40150852,50.3608766,50.31349112,50.26430205,50.21692965,50.18227145,50.16590312,50.16015728,50.15937738
Post-demographic dividend,PST,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.39010911,48.40935469,48.43172346,48.45386369,48.47573648,48.49550249,48.50526149,48.50860924,48.51318149,48.52920261,48.54334579,48.56776906,48.60187885,48.62830461,48.64723558,48.65505877,48.65833152,48.66216751,48.66747858,48.6799575,48.70038237,48.71975789,48.73252978,48.74620359,48.76062999,48.77410533,48.79190117,48.81744971,48.83004207,48.83936461,48.86812171,48.89617332,48.92388653,48.94848095,48.95968251,48.97557187,48.99751758,49.00902455,49.02686772,49.04894356,49.06403749,49.07508322,49.08105095,49.08578612,49.09094857,49.09351822,49.10475299,49.12291347,49.13384204,49.13612065,49.13560134,49.14577677,49.16666366,49.18823378,49.20543708,49.23172171,49.2618803,49.28389279,49.30416079,49.32447723,49.33249951,49.33035818,49.33530325,49.33977921,49.34245166
French Polynesia,PYF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.34036883,51.28577281,51.23536018,51.20353036,51.18343514,51.1524001,51.11457914,51.07586006,51.04838558,51.04757926,51.07534427,51.20139725,51.413616,51.62076936,51.81594337,51.99895557,52.16705041,52.24292761,52.19484951,52.10991621,52.03072774,51.957822,51.88603387,51.82213579,51.77990593,51.74955384,51.72107352,51.69415434,51.66654713,51.63015984,51.58850895,51.54757779,51.50761726,51.46943346,51.43161485,51.39272192,51.34574192,51.27814561,51.19476493,51.11773283,51.03458893,50.94695961,50.87357482,50.83552896,50.82455193,50.81231262,50.79913229,50.77710095,50.73161462,50.67110483,50.61054032,50.55036857,50.49252245,50.43679567,50.38153025,50.32623756,50.27079498,50.27384446,50.44940407,50.65529884,50.68926861,50.64762395,50.6230874,50.6036611,50.57716806
Qatar,QAT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.85809497,51.70866935,52.72344335,53.64628821,54.43754726,55.10965426,55.70284796,56.23227201,56.69162607,57.07449648,58.47700902,60.53629345,62.17902338,63.51480774,64.61736233,65.53833246,66.31539672,66.97723762,67.54270968,68.02489659,68.43316553,68.77759307,69.07237343,69.32931767,69.56174291,69.78275127,69.78416514,69.53950318,69.2706649,69.02583139,68.80179746,68.5963786,68.40552061,68.22827236,68.06330837,67.90868049,67.76486289,67.7835281,67.96505329,68.1444898,68.30023458,68.43854409,68.5644786,68.68381403,68.08981383,68.32729995,71.4990579,74.81910814,76.18200651,76.05989723,75.45940304,74.86153676,74.28138913,74.09021072,74.62861295,75.27608525,75.38047652,74.95966504,74.30675423,73.2891934,72.10955648,71.8223065,71.84706417,71.51625904,71.28059328
Romania,ROU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.56331621,48.59468955,48.61997864,48.63931162,48.65480512,48.66965595,48.68944873,48.69652982,48.68232645,48.6624527,48.63823646,48.60821322,48.57124176,48.52960501,48.48735962,48.44214598,48.38823103,48.38113532,48.42209876,48.45622705,48.48382538,48.5036585,48.51659317,48.52378359,48.52641114,48.52562305,48.52108571,48.51555627,48.50987687,48.50225499,48.48959416,48.46850281,48.44175588,48.40953058,48.36953973,48.32067635,48.26518693,48.20614298,48.14576022,48.08883217,48.03481643,47.97838879,47.9563337,47.98259898,48.02197258,48.06238871,48.10013514,48.13334378,48.16025027,48.17969409,48.19613036,48.21754115,48.24430724,48.27352906,48.30431666,48.33488668,48.3596872,48.38005238,48.40305111,48.42718591,48.4487534,48.44494495,48.43450173,48.43616213,48.433728
Russian Federation,RUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.81368654,44.93788065,45.05127388,45.15488468,45.2488405,45.332297,45.40744786,45.47629816,45.53858349,45.59298311,45.56125893,45.52983732,45.58316389,45.6420189,45.70109395,45.75953556,45.82258096,45.89403891,45.97049986,46.03402828,46.07511254,46.13864646,46.21924164,46.28702784,46.35781686,46.42924405,46.5103972,46.60728684,46.70514007,46.78853987,46.84369344,46.87160857,46.88758407,46.89827735,46.91009294,46.89829592,46.86571624,46.84422557,46.82790622,46.80074243,46.75452973,46.68761774,46.6151227,46.54410054,46.46519006,46.38296367,46.31536615,46.27781678,46.25829176,46.25060294,46.25598393,46.27280109,46.29739903,46.32434999,46.34598708,46.36312181,46.3851243,46.40984033,46.4292513,46.43606038,46.44031031,46.45426381,46.45591903,46.43485242,46.40571793
Rwanda,RWA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54883623,49.57558938,49.60009743,49.61399445,49.62761254,49.65047426,49.67358828,49.69656244,49.71840353,49.73836335,49.75793008,49.77778287,49.79746868,49.81793058,49.83910073,49.8593884,49.87747458,49.89207774,49.90250577,49.90909601,49.91249256,49.91296727,49.91108367,49.90765093,49.9034404,49.89865808,49.89330793,49.88726559,49.88076327,49.86691868,49.83828472,49.79840483,49.7524035,49.70695256,48.97494285,47.91310297,47.95476484,47.99166705,47.95409519,47.84879216,47.74758882,47.64170074,47.56867115,47.61210568,47.72493964,47.82714816,47.91971306,48.0045726,48.08334002,48.15761391,48.23020536,48.30128095,48.36496659,48.415653,48.45680378,48.49406642,48.52855267,48.56038664,48.59021415,48.61936382,48.64838367,48.67673112,48.70976769,48.74715432,48.78283811
South Asia,SAS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.61811249,51.63346445,51.64461263,51.65130807,51.65632557,51.65726496,51.65275226,51.65030696,51.6437053,51.62972202,51.63223297,51.61128334,51.5863498,51.58951627,51.59685446,51.61050001,51.62099314,51.63224289,51.6377099,51.64339358,51.65195496,51.65429495,51.65427127,51.65316635,51.64985577,51.64274792,51.6322762,51.62029603,51.60883286,51.59801257,51.58876146,51.58282311,51.57846291,51.5746713,51.57378191,51.57509755,51.57671508,51.57833247,51.57993275,51.58098437,51.58059477,51.57501709,51.56396946,51.55090507,51.53617361,51.51976011,51.50128371,51.48121335,51.4605191,51.43904068,51.41747939,51.39743937,51.37882977,51.36161926,51.34305786,51.32581581,51.30869532,51.29674634,51.29080564,51.28799046,51.28295538,51.27274958,51.25919053,51.24149212,51.22380725
Saudi Arabia,SAU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.20286047,51.2253859,51.2459599,51.26460739,51.28176507,51.29800179,51.31407845,51.33635622,51.37118417,51.41906299,51.48208967,51.57307993,51.69598648,51.83684075,51.98248788,52.12448206,52.26888561,52.42152984,52.5764869,52.72703779,52.87195083,53.02158647,53.17646586,53.32199724,53.44557519,53.54369887,53.63900379,53.73635503,53.80556401,53.856722,53.90762686,53.95335651,53.9930384,54.02498817,54.05183827,54.07556261,54.09589423,54.11304559,54.12717681,54.13921533,54.65939519,55.61088423,56.47097774,57.25151113,57.96192884,58.60980774,59.20137821,59.7419242,60.23631694,60.68928727,61.10536942,61.48883891,61.84367391,62.17357256,62.48192082,62.77180623,62.81707787,62.35307433,61.62871413,61.16836543,60.88897732,60.73392571,60.73435653,60.65419339,60.53539942
Sudan,SDN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.18146357,50.19469154,50.20926047,50.22066422,50.22741845,50.23250081,50.23540884,50.23692024,50.23767173,50.23795601,50.23793218,50.23773002,50.23694398,50.28401874,50.33029538,50.35402217,50.38228956,50.40749369,50.48326528,50.56931211,50.65113202,50.71197934,50.74283084,50.72255968,50.65499612,50.59704747,50.54038451,50.48607325,50.43237126,50.37863296,50.32621786,50.27988922,50.24185957,50.21083707,50.18348275,50.15481834,50.11836977,50.08257421,50.05393817,50.02886039,50.0077687,49.98539105,49.95839367,49.92037573,49.8701706,49.81839872,49.78012301,49.75598471,49.73956533,49.73094913,49.72448354,49.71608824,49.70665444,49.69421885,49.68199781,49.67284732,49.66372428,49.65737124,49.65217968,49.64505603,49.63480165,49.62276554,49.61274089,49.60074269,49.58030356
Senegal,SEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.77856306,49.8484595,49.91572094,49.98118748,50.04751994,50.11756492,50.19096693,50.26599769,50.33868581,50.40613854,50.46743096,50.52074551,50.5647425,50.59683561,50.61071448,50.59615418,50.54946131,50.46558088,50.36155986,50.26298928,50.17368506,50.09466979,50.02531281,49.96374419,49.90716783,49.86048033,49.82818159,49.80342528,49.78079784,49.75861103,49.73707743,49.71769785,49.69981251,49.68137702,49.65786488,49.62461437,49.58163735,49.53159344,49.4801931,49.43494874,49.39462855,49.35734483,49.35628108,49.38475505,49.41053439,49.43778953,49.46491312,49.49081773,49.51545607,49.53670505,49.55574464,49.57479403,49.59345611,49.66808039,49.79842216,49.93238007,50.0704246,50.21099836,50.35171075,50.49005921,50.62190207,50.74474768,50.85334894,50.87966731,50.83320254
Singapore,SGP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.98198876,52.85199714,52.7322017,52.620613,52.51613399,52.41931087,52.33100063,52.24996159,52.17427859,52.10037434,52.00687717,51.8816425,51.74681911,51.61830758,51.49549791,51.37668871,51.26133221,51.14930229,51.04219178,50.94317501,50.87559226,50.85907192,50.86107415,50.85248183,50.8351394,50.81055784,50.78898834,50.78093122,50.78220948,50.78956189,50.72175829,50.57783222,50.516773,50.57708328,50.68553992,50.90654807,51.26918375,51.62242867,51.73207581,51.53547522,51.32583028,51.19475259,50.95756051,50.66852027,50.53120614,50.60616916,50.90248415,51.44756408,51.96851671,52.1323649,52.04171192,51.98920775,52.10594823,52.2886169,52.34661683,52.25828637,52.03925112,51.69472093,51.55166444,51.7109167,51.77092217,51.68507236,51.67710493,51.68996365,51.66718189
Solomon Islands,SLB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.63086307,52.67507277,52.72535756,52.7806189,52.83631423,52.88888038,52.93684886,52.98454757,53.02943868,53.07026444,53.0538739,52.98969757,52.94521474,52.92583322,52.92863002,52.94876585,52.92045136,52.83860106,52.76676816,52.71207595,52.67032284,52.64118496,52.62460815,52.61692967,52.61547135,52.62058515,52.62436524,52.57519558,52.48501282,52.40302164,52.32881259,52.26196677,52.19914538,52.13952232,52.08228519,52.02685492,51.97420254,51.92208583,51.87116264,51.82090592,51.75415296,51.67514612,51.60115367,51.52932293,51.4600378,51.39365862,51.33006369,51.27070608,51.21553335,51.16560936,51.13946804,51.13546555,51.13501056,51.13733202,51.14149922,51.14722051,51.15432578,51.16338424,51.17381022,51.17647947,51.16494604,51.1509431,51.14209152,51.1338665,51.12884935
Sierra Leone,SLE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.95986344,48.96062758,48.96281043,48.96784856,48.97596964,48.98653767,49.00152626,49.02063859,49.04042878,49.06076393,49.08035107,49.0974127,49.1112455,49.12173369,49.12878421,49.13413547,49.13968118,49.14557616,49.15206281,49.15873707,49.16589983,49.17391472,49.18298108,49.19285304,49.20366903,49.21578985,49.22935678,49.24422634,49.2598202,49.27610958,49.29321638,49.30801572,49.32142303,49.33490172,49.3460385,49.35158317,49.36135606,49.3778146,49.38201051,49.35030769,49.33644723,49.36381178,49.39376659,49.42730219,49.46073514,49.49429387,49.52737744,49.55781981,49.58587537,49.61252689,49.63793933,49.66336848,49.68837199,49.71237935,49.73628589,49.75964295,49.78209181,49.80291488,49.8207706,49.83606422,49.84728074,49.85630546,49.86320208,49.86757303,49.87224635
El Salvador,SLV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.4279873,49.43815644,49.47728268,49.54679897,49.62016555,49.69621503,49.7727107,49.84668485,49.91450173,49.97303218,49.98691669,49.96022646,49.92722581,49.89139344,49.85331312,49.81463181,49.77682161,49.7311018,49.68280295,49.62846968,49.49666118,49.32620429,49.21279219,49.13590779,49.07896056,49.04234269,49.01951202,48.99753399,48.96977039,48.94034284,48.91311152,48.8857208,48.85771632,48.80194319,48.71675958,48.63192107,48.54806464,48.46724605,48.39095351,48.31734586,48.24316726,48.16751172,48.0898188,48.00782649,47.92107678,47.82992542,47.73449266,47.68030683,47.67045771,47.66374038,47.66032178,47.65917033,47.658978,47.65538766,47.6460237,47.63126335,47.61038898,47.5852305,47.55998899,47.53901159,47.52244424,47.5100475,47.50395641,47.50180042,47.50144836
San Marino,SMR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.71298937,50.73427016,50.77246323,50.81423402,50.83348059,50.86969084,50.91313777,50.92430324,50.94899502,51.00127586,51.0541091,51.01797057,50.84366849,50.70289054,50.62007357,50.53029508,50.42386185,50.25228556,50.08799049,49.96247655,49.87722956,49.83288311,49.78462934,49.72557135,49.63304395,49.5263509,49.35942746,49.14484704,49.03471523,49.00012957,48.96907216,48.93053746,48.88907312,48.83131742,48.7048302,48.59879954,48.54799466,48.49036859,48.43253589,48.37673381,48.33208955,48.2960616,48.2557928,48.22397012,48.1934546,48.16253675,48.13074425,48.11188811,48.09777119,48.07577268,48.09783496,48.25763934,48.4103269,48.46078344,48.4729882,48.47644612,48.4646234,48.47867822,48.51863651,48.54562244,48.55762317,48.71283119,49.01437372,49.16399858,49.17066198
Somalia,SOM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.76510005,49.77508888,49.78457743,49.79391466,49.80316619,49.81250042,49.82181839,49.83103375,49.84019866,49.84927284,49.8582166,49.86709456,49.87598475,49.88486234,49.89266213,49.89951935,49.9065695,49.91479799,49.92184664,49.9290252,49.93863871,49.94948896,49.96117485,49.9726221,49.98452956,49.99695217,50.00959886,50.02230814,49.98317292,49.90783319,49.85169732,49.78810525,49.73620912,49.73928364,49.76968166,49.79834611,49.82482564,49.85130727,49.87761507,49.90282688,49.92688415,49.94978525,49.9714138,49.99102345,50.00817041,50.02443578,50.03917816,50.05104402,50.06123595,50.07224609,50.07900989,50.07611652,50.07386953,50.07884864,50.08384503,50.08757899,50.08981973,50.08988625,50.09071355,50.09429249,50.0993983,50.10392017,50.10452256,50.10088724,50.09581964
